Date,Open,High,Low,Close,Adj Close,Volume
2014-02-18,77.540001,78.019997,76.800003,77.019997,57.570389,156300
2014-02-19,79.250000,84.250000,79.250000,83.510002,62.421486,912900
2014-02-20,84.889999,86.800003,84.699997,86.680000,64.790977,575000
2014-02-21,84.629997,84.849998,83.800003,84.300003,63.011993,288700
2014-02-24,83.309998,83.739998,83.080002,83.419998,62.354214,166800
2014-02-25,82.510002,82.860001,81.790001,82.080002,61.352612,242700
2014-02-26,85.839996,86.820000,84.449997,84.860001,63.430576,291900
2014-02-27,89.300003,90.250000,88.970001,89.889999,67.190384,447600
2014-02-28,89.589996,89.589996,88.209999,88.430000,66.099060,325200
2014-03-03,86.800003,88.300003,86.559998,87.209999,65.187134,260700
2014-03-04,88.730003,89.559998,88.360001,89.339996,66.779266,267500
2014-03-05,87.180000,87.379997,86.559998,87.379997,65.314209,174200
2014-03-06,87.870003,88.500000,87.000000,87.510002,65.411392,177400
2014-03-07,90.559998,90.820000,89.220001,89.959999,67.242683,402700
2014-03-10,88.820000,88.889999,87.449997,88.440002,66.106537,328700
2014-03-11,88.750000,89.120003,87.309998,87.599998,65.478661,179600
2014-03-12,85.250000,85.510002,84.430000,85.410004,63.841686,203900
2014-03-13,84.800003,84.870003,82.629997,82.989998,62.032795,224000
2014-03-14,84.290001,85.010002,83.589996,83.989998,62.780266,209300
2014-03-17,86.320000,86.470001,85.730003,85.779999,64.118248,400600
2014-03-18,85.599998,85.820000,84.809998,85.309998,63.766941,298800
2014-03-19,85.860001,86.000000,84.739998,85.059998,63.580063,439300
2014-03-20,83.459999,83.680000,82.739998,83.550003,62.451393,422300
2014-03-21,85.889999,86.529999,85.540001,86.260002,64.477036,716000
2014-03-24,89.949997,89.949997,87.820000,88.599998,66.226135,251200
2014-03-25,88.709999,89.529999,88.709999,89.309998,66.756821,171300
2014-03-26,88.650002,89.180000,88.080002,88.419998,66.091583,149200
2014-03-27,89.629997,90.419998,89.550003,90.209999,67.429550,205900
2014-03-28,89.389999,90.209999,89.160004,89.699997,67.048332,135100
2014-03-31,89.599998,89.930000,89.300003,89.500000,66.898857,105500
2014-04-01,90.160004,90.419998,89.760002,90.300003,67.496841,158000
2014-04-02,89.820000,90.169998,89.430000,90.169998,67.399658,130500
2014-04-03,89.480003,89.639999,88.839996,89.480003,66.883911,137400
2014-04-04,90.470001,90.599998,89.330002,89.489998,66.891380,127200
2014-04-07,90.269997,90.449997,89.639999,90.010002,67.280060,87900
2014-04-08,90.910004,91.690002,90.519997,90.839996,67.900467,139400
2014-04-09,93.970001,94.860001,93.230003,94.349998,70.524101,179100
2014-04-10,94.919998,95.680000,93.900002,93.980003,70.247528,201400
2014-04-11,92.669998,93.489998,92.629997,93.129997,69.612167,116300
2014-04-14,93.500000,93.500000,92.029999,92.339996,69.021675,97900
2014-04-15,89.180000,89.370003,87.779999,88.809998,66.383087,170900
2014-04-16,89.580002,90.320000,89.309998,89.879997,67.182892,112600
2014-04-17,90.309998,90.760002,90.099998,90.470001,67.623909,137000
2014-04-21,90.260002,90.260002,89.440002,90.070000,67.324905,76200
2014-04-22,92.900002,93.830002,92.589996,92.779999,69.350571,223400
2014-04-23,92.300003,92.300003,91.519997,92.180000,68.902069,96400
2014-04-24,91.879997,91.879997,90.769997,91.400002,68.319054,81700
2014-04-25,89.199997,90.080002,88.889999,90.050003,67.309959,133800
2014-04-28,90.440002,90.480003,89.250000,90.320000,67.511780,246000
2014-04-29,89.500000,90.050003,89.290001,89.360001,66.794205,129400
2014-04-30,88.269997,88.919998,87.919998,88.870003,66.427948,138400
2014-05-01,88.839996,89.919998,88.510002,89.269997,66.726936,284500
2014-05-02,88.699997,88.980003,88.169998,88.830002,66.398048,179200
2014-05-05,87.120003,87.639999,86.800003,87.639999,65.508553,191000
2014-05-06,88.110001,88.459999,87.610001,88.110001,65.859863,198100
2014-05-07,86.089996,86.989998,85.879997,86.449997,64.619064,400600
2014-05-08,87.309998,87.500000,86.800003,86.949997,64.992783,175600
2014-05-09,87.800003,88.059998,87.510002,87.769997,65.605728,124700
2014-05-12,90.440002,90.860001,90.379997,90.760002,67.840675,192100
2014-05-13,91.099998,91.529999,90.919998,91.279999,68.229355,97600
2014-05-14,91.699997,91.900002,91.050003,91.220001,68.184509,168900
2014-05-15,90.820000,90.820000,89.889999,90.500000,67.646332,95200
2014-05-16,90.889999,91.300003,90.470001,91.070000,68.072380,73600
2014-05-19,90.589996,90.750000,90.169998,90.410004,67.579063,76000
2014-05-20,90.059998,90.430000,89.440002,89.669998,67.025932,109800
2014-05-21,89.910004,91.129997,89.879997,90.529999,69.544655,194600
2014-05-22,90.839996,91.339996,90.839996,91.089996,69.974838,98100
2014-05-23,91.459999,91.769997,91.139999,91.489998,70.282127,105600
2014-05-27,90.300003,90.320000,89.279999,89.739998,68.937782,158600
2014-05-28,91.400002,91.400002,90.680000,91.160004,70.028610,117300
2014-05-29,91.629997,91.629997,90.970001,91.300003,70.136177,79100
2014-05-30,91.440002,91.639999,90.300003,90.300003,69.367989,115200
2014-06-02,91.300003,92.230003,91.160004,92.120003,70.766098,184800
2014-06-03,91.389999,92.400002,91.279999,92.220001,70.842903,168700
2014-06-04,91.339996,91.550003,90.690002,90.790001,69.744392,93900
2014-06-05,91.440002,91.779999,91.129997,91.690002,70.435760,98400
2014-06-06,92.500000,92.730003,92.180000,92.199997,70.827553,98800
2014-06-09,92.290001,92.860001,92.099998,92.750000,71.250053,68100
2014-06-10,94.349998,94.580002,94.199997,94.419998,72.532936,120900
2014-06-11,93.449997,93.709999,93.160004,93.349998,71.710968,64800
2014-06-12,94.290001,94.410004,93.629997,93.839996,72.087379,106600
2014-06-13,95.410004,96.089996,95.349998,95.949997,73.708260,128500
2014-06-16,96.040001,96.480003,95.430000,96.330002,74.000191,158500
2014-06-17,95.059998,96.269997,94.889999,96.260002,73.946426,198100
2014-06-18,96.449997,97.519997,96.050003,97.430000,74.845200,128100
2014-06-19,96.290001,96.769997,96.070000,96.540001,74.161507,140500
2014-06-20,96.570000,97.139999,96.230003,96.730003,74.307472,375000
2014-06-23,93.860001,93.980003,93.500000,93.790001,72.048981,187100
2014-06-24,92.849998,93.480003,92.349998,92.489998,71.050323,167200
2014-06-25,92.849998,93.620003,92.760002,93.470001,71.803154,106400
2014-06-26,95.489998,95.830002,95.250000,95.669998,73.493187,142000
2014-06-27,96.080002,96.540001,95.779999,96.540001,74.161507,121300
2014-06-30,95.820000,95.949997,94.849998,95.029999,73.001541,113200
2014-07-01,95.000000,95.400002,94.730003,94.809998,72.832535,187000
2014-07-02,95.209999,95.760002,95.209999,95.750000,73.554634,110600
2014-07-03,95.150002,95.870003,95.080002,95.730003,73.539284,57500
2014-07-07,94.930000,95.000000,94.430000,94.730003,72.771080,68300
2014-07-08,95.599998,95.680000,94.540001,94.830002,72.847900,93200
2014-07-09,93.559998,93.949997,93.230003,93.709999,71.987511,155600
2014-07-10,92.599998,93.629997,92.360001,92.730003,71.234680,143100
2014-07-11,92.910004,93.510002,92.650002,93.269997,71.649513,88300
2014-07-14,93.389999,93.750000,93.360001,93.540001,71.856918,59100
2014-07-15,94.050003,94.379997,93.570000,94.230003,72.386978,69500
2014-07-16,94.370003,94.820000,94.279999,94.519997,72.609756,69300
2014-07-17,94.419998,94.690002,93.589996,93.849998,72.095078,58500
2014-07-18,94.160004,94.720001,94.160004,94.570000,72.648178,54700
2014-07-21,93.349998,94.120003,92.940002,93.910004,72.141151,124100
2014-07-22,96.230003,96.919998,96.190002,96.769997,74.338196,109300
2014-07-23,98.519997,99.230003,97.839996,99.139999,76.158806,111000
2014-07-24,98.739998,99.160004,98.120003,98.230003,75.459763,230200
2014-07-25,98.239998,98.699997,97.830002,98.260002,75.482803,102900
2014-07-28,97.279999,98.209999,97.180000,98.180000,75.421356,128700
2014-07-29,98.559998,98.620003,97.290001,97.449997,74.860558,157500
2014-07-30,99.839996,99.839996,98.300003,98.720001,75.836174,161900
2014-07-31,98.760002,98.760002,97.370003,97.639999,75.006516,398900
2014-08-01,97.150002,97.860001,96.639999,97.529999,74.922028,92000
2014-08-04,97.550003,98.019997,97.019997,98.000000,75.283066,82900
2014-08-05,95.660004,95.959999,94.959999,95.389999,73.278084,109000
2014-08-06,95.919998,96.589996,95.839996,96.349998,74.015556,163900
2014-08-07,96.199997,96.430000,95.379997,96.000000,73.746689,89200
2014-08-08,97.660004,98.559998,97.459999,98.430000,75.613396,76700
2014-08-11,98.290001,98.910004,98.290001,98.760002,75.866905,99100
2014-08-12,97.500000,98.169998,97.459999,98.169998,75.413658,97800
2014-08-13,99.860001,100.169998,99.430000,99.720001,76.604370,87600
2014-08-14,99.000000,99.379997,98.660004,99.099998,76.128098,91900
2014-08-15,98.790001,98.949997,97.870003,98.680000,75.805443,92100
2014-08-18,98.279999,98.989998,97.839996,98.879997,75.959084,166000
2014-08-19,99.459999,99.860001,99.160004,99.830002,76.688881,105300
2014-08-20,98.430000,98.989998,98.339996,98.790001,75.889946,98600
2014-08-21,98.470001,98.470001,97.680000,97.760002,75.098701,96600
2014-08-22,100.010002,100.449997,99.430000,100.260002,77.019188,168800
2014-08-25,103.000000,103.900002,102.760002,103.040001,79.154770,209100
2014-08-26,103.029999,103.930000,102.980003,103.610001,79.592659,144700
2014-08-27,102.190002,102.300003,101.900002,102.279999,78.570938,113300
2014-08-28,100.300003,101.019997,100.050003,100.900002,77.510849,136400
2014-08-29,101.800003,101.800003,100.779999,101.000000,77.587662,91400
2014-09-02,101.019997,101.459999,100.910004,101.160004,77.710571,112100
2014-09-03,105.059998,105.260002,104.639999,104.889999,80.575935,121700
2014-09-04,105.400002,105.839996,104.339996,104.599998,80.353157,130400
2014-09-05,105.070000,105.389999,104.480003,105.279999,80.875526,78600
2014-09-08,105.669998,105.879997,104.489998,104.849998,80.545204,71200
2014-09-09,104.639999,104.639999,103.519997,104.010002,79.899925,108400
2014-09-10,101.919998,102.089996,101.059998,101.970001,78.332809,166900
2014-09-11,100.510002,100.750000,99.860001,99.919998,76.758003,281500
2014-09-12,99.970001,100.870003,98.660004,99.239998,77.365852,161400
2014-09-15,94.250000,94.250000,92.959999,93.099998,72.579224,264500
2014-09-16,91.779999,93.989998,91.529999,92.669998,72.243996,272000
2014-09-17,92.720001,92.739998,91.540001,91.739998,71.518997,234100
2014-09-18,91.360001,91.360001,90.500000,90.730003,70.731613,242000
2014-09-19,90.559998,90.669998,89.750000,90.040001,71.341461,594800
2014-09-22,88.900002,89.160004,87.879997,88.099998,69.804352,238400
2014-09-23,88.930000,89.250000,88.379997,88.489998,70.113350,183800
2014-09-24,91.150002,91.769997,90.500000,91.459999,72.466568,184500
2014-09-25,91.169998,91.230003,90.089996,90.519997,71.721779,183200
2014-09-26,90.120003,90.690002,89.870003,90.019997,71.325615,118200
2014-09-29,87.720001,88.019997,87.099998,87.300003,69.170471,157300
2014-09-30,87.260002,87.919998,87.139999,87.360001,69.218018,178000
2014-10-01,86.860001,87.050003,85.809998,85.870003,68.037445,193700
2014-10-02,85.910004,86.190002,84.809998,85.769997,67.958206,251500
2014-10-03,85.699997,85.760002,84.930000,85.260002,67.554131,219800
2014-10-06,86.849998,87.519997,86.540001,86.769997,68.750534,187300
2014-10-07,86.919998,87.169998,86.190002,86.190002,68.290985,142400
2014-10-08,86.589996,87.900002,85.769997,87.790001,69.558716,128800
2014-10-09,86.930000,86.930000,85.769997,86.089996,68.211754,204100
2014-10-10,85.610001,86.209999,85.209999,85.279999,67.569969,262100
2014-10-13,86.070000,86.910004,85.790001,85.849998,68.021591,157800
2014-10-14,85.959999,86.559998,85.110001,85.980003,68.124588,127200
2014-10-15,84.209999,85.599998,83.580002,85.529999,67.768051,224300
2014-10-16,83.070000,85.029999,83.040001,84.260002,66.761795,145300
2014-10-17,85.230003,85.980003,85.120003,85.360001,67.633347,122200
2014-10-20,84.279999,85.400002,84.110001,85.269997,67.562042,92200
2014-10-21,84.800003,85.370003,84.610001,85.180000,67.490738,170200
2014-10-22,85.269997,85.720001,84.410004,84.610001,67.039101,183100
2014-10-23,85.800003,86.120003,85.400002,85.699997,67.902733,131300
2014-10-24,85.699997,86.209999,85.550003,85.809998,67.989899,98700
2014-10-27,84.800003,85.129997,84.480003,84.970001,67.324356,126300
2014-10-28,85.709999,87.529999,85.650002,87.089996,69.004074,278900
2014-10-29,87.500000,87.949997,86.300003,86.779999,68.758461,215900
2014-10-30,87.000000,87.120003,85.529999,86.059998,68.187988,125000
2014-10-31,86.099998,86.980003,85.949997,86.980003,68.916931,139200
2014-11-03,86.620003,86.620003,85.309998,85.440002,67.696739,143400
2014-11-04,85.809998,86.260002,85.389999,86.180000,68.283066,96400
2014-11-05,84.860001,85.199997,84.400002,85.050003,67.387733,108800
2014-11-06,84.489998,84.489998,83.709999,84.019997,66.571625,106000
2014-11-07,83.550003,83.629997,83.019997,83.610001,66.246780,138600
2014-11-10,83.639999,83.980003,83.000000,83.239998,65.953606,155000
2014-11-11,82.959999,82.959999,81.849998,82.800003,65.604996,114300
2014-11-12,83.059998,83.510002,82.589996,82.720001,65.541595,73500
2014-11-13,83.449997,83.449997,82.440002,82.790001,65.597069,82900
2014-11-14,83.150002,83.150002,82.209999,82.830002,65.628754,82800
2014-11-17,80.410004,80.889999,80.220001,80.400002,63.703388,112400
2014-11-18,80.040001,80.559998,80.010002,80.379997,63.687546,103000
2014-11-19,80.209999,80.550003,79.730003,80.150002,63.505314,147500
2014-11-20,79.959999,80.879997,79.959999,80.680000,63.925243,93000
2014-11-21,83.720001,84.419998,83.510002,84.129997,66.658775,322200
2014-11-24,83.980003,83.989998,83.080002,83.220001,65.937775,100400
2014-11-25,82.360001,82.580002,81.349998,81.480003,64.559113,111900
2014-11-26,83.080002,83.489998,82.860001,83.400002,66.080391,124200
2014-11-28,82.269997,82.279999,80.470001,80.849998,64.059937,145100
2014-12-01,79.019997,79.730003,78.820000,79.730003,63.172539,174700
2014-12-02,79.470001,80.099998,79.209999,79.550003,63.029911,112500
2014-12-03,78.750000,79.250000,78.550003,78.820000,62.451508,99800
2014-12-04,83.400002,84.870003,82.970001,84.769997,67.165871,322500
2014-12-05,85.010002,85.750000,84.699997,85.599998,67.823509,185700
2014-12-08,83.639999,83.769997,81.050003,81.519997,64.590797,207100
2014-12-09,79.620003,80.029999,79.029999,79.650002,63.109135,239300
2014-12-10,79.059998,79.059998,77.769997,77.870003,61.698799,198400
2014-12-11,78.309998,78.620003,77.639999,77.739998,61.595791,234400
2014-12-12,76.900002,77.029999,76.110001,76.120003,60.312222,160900
2014-12-15,77.980003,77.980003,75.769997,76.320000,60.470688,199500
2014-12-16,75.610001,77.489998,75.309998,76.470001,60.589535,217200
2014-12-17,76.959999,79.949997,76.959999,78.900002,62.514889,249200
2014-12-18,79.300003,79.360001,78.000000,79.019997,62.609970,150900
2014-12-19,79.300003,81.290001,78.860001,81.199997,64.337250,389800
2014-12-22,81.000000,81.660004,80.669998,81.000000,64.178787,181300
2014-12-23,80.739998,81.709999,80.379997,81.339996,64.448189,126000
2014-12-24,80.440002,81.089996,80.230003,80.739998,63.972790,41700
2014-12-26,82.160004,82.870003,81.809998,81.900002,64.891891,83000
2014-12-29,81.980003,82.129997,81.139999,81.169998,64.313484,74900
2014-12-30,79.940002,80.269997,79.800003,79.940002,63.338913,72100
2014-12-31,81.110001,81.370003,80.779999,81.010002,64.186714,302700
2015-01-02,81.180000,81.180000,80.199997,80.209999,63.552849,96300
2015-01-05,81.470001,81.820000,80.029999,80.290001,63.616238,147200
2015-01-06,80.000000,80.150002,78.669998,79.040001,62.625813,140000
2015-01-07,80.860001,81.720001,80.629997,80.839996,64.052010,176400
2015-01-08,81.290001,81.860001,81.059998,81.519997,64.590797,213600
2015-01-09,80.529999,80.540001,79.279999,80.019997,63.402309,87300
2015-01-12,80.180000,80.180000,79.209999,79.529999,63.014057,224800
2015-01-13,81.180000,81.660004,79.989998,80.900002,64.099564,258100
2015-01-14,79.760002,80.449997,79.019997,80.349998,63.663769,215000
2015-01-15,80.379997,81.220001,79.860001,80.010002,63.394386,143700
2015-01-16,79.800003,80.830002,79.690002,80.820000,64.036171,251500
2015-01-20,79.629997,79.629997,78.839996,79.220001,62.768444,140400
2015-01-21,79.629997,81.029999,79.349998,80.650002,63.901482,141300
2015-01-22,81.330002,81.930000,80.760002,81.739998,64.765114,231900
2015-01-23,81.790001,82.489998,81.510002,81.910004,64.899811,122500
2015-01-26,81.949997,82.070000,81.230003,81.430000,64.519493,103800
2015-01-27,79.790001,80.459999,79.410004,80.190002,63.537006,97400
2015-01-28,80.320000,80.320000,79.139999,79.169998,62.728825,159100
2015-01-29,79.989998,79.989998,78.709999,79.730003,63.172539,114300
2015-01-30,79.180000,79.599998,78.180000,79.209999,62.760517,145900
2015-02-02,79.190002,79.589996,78.739998,79.500000,62.990292,114900
2015-02-03,79.949997,81.760002,79.949997,81.570000,64.630409,168400
2015-02-04,82.669998,83.410004,81.599998,81.860001,64.860184,152500
2015-02-05,80.699997,81.160004,80.500000,81.019997,64.194633,121400
2015-02-06,79.620003,79.769997,78.910004,79.040001,62.625813,169900
2015-02-09,79.059998,79.800003,79.029999,79.360001,62.879372,92600
2015-02-10,79.519997,79.720001,78.889999,79.190002,62.744675,83100
2015-02-11,78.849998,78.849998,78.150002,78.410004,62.126652,140600
2015-02-12,79.730003,80.139999,79.519997,79.800003,63.228001,95000
2015-02-13,80.099998,80.440002,79.989998,80.129997,63.489452,86900
2015-02-17,81.639999,83.769997,80.510002,83.120003,65.858536,266000
2015-02-18,83.919998,84.250000,83.669998,83.800003,66.397316,124400
2015-02-19,83.190002,83.620003,82.680000,82.760002,65.573303,140400
2015-02-20,83.080002,83.389999,82.620003,83.379997,66.064537,108100
2015-02-23,82.949997,82.949997,81.970001,82.230003,65.153358,150500
2015-02-24,83.029999,83.500000,82.790001,83.089996,65.834755,82900
2015-02-25,83.250000,83.459999,82.739998,82.989998,65.755524,98100
2015-02-26,84.089996,84.089996,83.180000,83.269997,65.977379,110500
2015-02-27,83.339996,84.230003,83.269997,83.680000,66.302238,125000
2015-03-02,83.629997,83.680000,83.019997,83.120003,65.858536,118100
2015-03-03,82.550003,82.900002,82.330002,82.750000,65.565376,140500
2015-03-04,81.459999,81.489998,80.720001,81.349998,64.456100,131800
2015-03-05,80.599998,80.690002,80.180000,80.260002,63.592468,108100
2015-03-06,79.690002,79.820000,78.650002,78.940002,62.546597,141500
2015-03-09,79.940002,79.940002,79.290001,79.389999,62.903141,109900
2015-03-10,78.500000,78.500000,77.769997,78.099998,61.881027,120400
2015-03-11,78.510002,78.540001,77.910004,78.199997,61.960258,97500
2015-03-12,79.190002,79.300003,78.250000,78.430000,62.142509,105500
2015-03-13,78.730003,78.790001,78.040001,78.669998,62.332664,85100
2015-03-16,78.989998,79.080002,77.769997,78.389999,62.110794,193300
2015-03-17,78.099998,78.779999,77.980003,78.650002,62.316822,138900
2015-03-18,79.120003,80.169998,78.580002,79.919998,63.323063,320500
2015-03-19,79.610001,79.629997,78.449997,78.910004,62.522823,306000
2015-03-20,79.839996,80.709999,79.839996,80.260002,63.592468,676300
2015-03-23,80.260002,80.260002,76.349998,76.930000,60.954006,548800
2015-03-24,77.480003,77.709999,77.099998,77.330002,61.270939,299900
2015-03-25,77.419998,77.730003,76.730003,77.019997,61.025318,224000
2015-03-26,77.459999,77.639999,76.940002,77.199997,61.167931,349200
2015-03-27,77.919998,78.070000,77.269997,77.410004,61.334328,197300
2015-03-30,78.349998,79.879997,78.349998,79.699997,63.148762,264300
2015-03-31,79.019997,80.089996,79.019997,79.690002,63.140835,155000
2015-04-01,80.019997,80.550003,79.900002,80.230003,63.568703,207600
2015-04-02,80.150002,80.559998,80.110001,80.199997,63.544910,114200
2015-04-06,80.639999,81.559998,80.639999,81.290001,64.408569,160800
2015-04-07,81.580002,82.169998,81.320000,81.629997,64.677956,190200
2015-04-08,83.599998,84.900002,83.470001,84.610001,67.039101,296800
2015-04-09,85.489998,87.389999,85.489998,87.300003,69.170471,402900
2015-04-10,86.449997,87.269997,86.339996,86.970001,68.909004,203200
2015-04-13,88.000000,88.000000,86.639999,86.709999,68.703003,122900
2015-04-14,85.580002,86.370003,85.459999,86.190002,68.290985,131100
2015-04-15,87.250000,88.220001,87.250000,88.029999,69.748878,188300
2015-04-16,89.750000,90.800003,89.570000,90.570000,71.761406,199200
2015-04-17,87.550003,88.849998,87.250000,88.570000,70.176735,194000
2015-04-20,88.190002,89.250000,88.019997,88.589996,70.192574,214000
2015-04-21,89.970001,90.580002,89.879997,90.000000,71.309776,152600
2015-04-22,90.660004,91.029999,90.230003,90.699997,71.864388,97100
2015-04-23,90.809998,91.440002,90.470001,91.139999,72.213020,126700
2015-04-24,91.779999,92.000000,91.389999,91.730003,72.680504,101600
2015-04-27,94.019997,96.690002,94.019997,94.980003,75.255577,394600
2015-04-28,94.070000,94.199997,93.080002,94.129997,74.582092,139400
2015-04-29,94.379997,96.459999,94.379997,96.410004,76.388618,230000
2015-04-30,94.010002,94.650002,93.620003,94.470001,74.851494,187500
2015-05-01,94.349998,95.440002,94.139999,94.879997,75.176331,189500
2015-05-04,94.900002,96.010002,94.900002,95.720001,75.841904,116500
2015-05-05,93.769997,94.269997,93.629997,94.139999,74.590019,160200
2015-05-06,93.449997,93.559998,91.559998,91.709999,72.664658,223000
2015-05-07,90.769997,91.260002,90.400002,90.830002,71.967400,277200
2015-05-08,91.690002,92.720001,91.349998,92.019997,72.910278,121400
2015-05-11,91.650002,91.809998,90.449997,90.470001,71.682175,198800
2015-05-12,89.089996,90.029999,88.699997,89.800003,71.151299,180700
2015-05-13,89.040001,89.309998,88.730003,89.010002,70.525360,157900
2015-05-14,89.190002,89.949997,89.190002,89.440002,70.866066,118800
2015-05-15,89.779999,90.709999,89.309998,90.559998,71.753464,145600
2015-05-18,88.360001,88.800003,88.029999,88.699997,70.279739,165300
2015-05-19,89.209999,89.209999,88.570000,88.900002,70.438210,94800
2015-05-20,88.680000,88.800003,88.220001,88.489998,70.113350,98000
2015-05-21,88.330002,88.480003,87.949997,88.000000,69.725113,124500
2015-05-22,91.089996,91.430000,90.919998,91.029999,72.125862,202700
2015-05-26,92.830002,93.050003,91.059998,91.620003,72.593338,246200
2015-05-27,91.580002,91.580002,90.779999,91.339996,72.371483,206800
2015-05-28,88.610001,89.059998,87.919998,88.639999,70.232201,218600
2015-05-29,88.120003,88.489998,87.570000,87.669998,69.463631,133700
2015-06-01,87.930000,88.000000,87.089996,87.199997,69.091248,178600
2015-06-02,87.419998,87.900002,87.309998,87.519997,69.344780,113900
2015-06-03,87.339996,87.870003,87.070000,87.480003,69.313095,92200
2015-06-04,86.970001,86.970001,85.320000,86.309998,68.386063,246000
2015-06-05,84.220001,84.839996,83.730003,84.599998,67.031174,133200
2015-06-08,85.580002,86.169998,85.550003,85.620003,67.839371,105600
2015-06-09,83.239998,83.629997,83.230003,83.290001,67.409988,111400
2015-06-10,82.629997,83.139999,82.370003,82.519997,66.786812,192000
2015-06-11,82.639999,83.349998,82.519997,83.110001,67.264313,127800
2015-06-12,83.150002,83.570000,83.070000,83.230003,67.361427,63800
2015-06-15,82.239998,82.260002,81.519997,82.070000,66.422600,136200
2015-06-16,80.949997,81.400002,80.449997,81.309998,65.807495,96600
2015-06-17,82.620003,82.879997,82.029999,82.540001,66.802986,113200
2015-06-18,83.660004,84.709999,83.660004,84.559998,68.437866,219800
2015-06-19,83.779999,84.430000,83.709999,83.820000,67.838951,164500
2015-06-22,84.860001,85.400002,84.739998,84.959999,68.761581,143900
2015-06-23,87.449997,88.599998,87.410004,88.389999,71.537636,234600
2015-06-24,88.349998,88.779999,87.760002,87.970001,71.197701,96300
2015-06-25,87.480003,87.709999,87.070000,87.150002,70.534058,99300
2015-06-26,85.919998,86.190002,85.120003,85.449997,69.158173,116800
2015-06-29,84.300003,84.470001,83.500000,83.519997,67.596146,113600
2015-06-30,85.629997,86.529999,85.449997,85.709999,69.368607,151600
2015-07-01,85.360001,85.900002,83.800003,84.169998,68.122223,253800
2015-07-02,84.639999,85.360001,84.209999,84.320000,68.243622,113400
2015-07-06,83.660004,84.120003,82.669998,82.930000,67.118637,155500
2015-07-07,80.389999,81.139999,78.480003,80.989998,65.548515,270300
2015-07-08,80.000000,80.400002,78.000000,78.440002,63.484692,421100
2015-07-09,79.550003,80.000000,78.550003,78.599998,63.614197,182900
2015-07-10,80.410004,80.440002,79.400002,80.070000,64.803925,108100
2015-07-13,80.000000,80.410004,79.370003,79.550003,64.383064,91900
2015-07-14,78.699997,79.010002,78.550003,78.739998,63.727493,139100
2015-07-15,79.660004,80.050003,78.980003,79.129997,64.043137,136500
2015-07-16,79.709999,80.190002,79.709999,79.919998,64.682510,106900
2015-07-17,79.820000,79.849998,79.150002,79.300003,64.180717,83200
2015-07-20,78.790001,78.930000,78.120003,78.430000,63.476608,119500
2015-07-21,78.709999,79.570000,78.459999,78.620003,63.630383,130100
2015-07-22,77.959999,78.269997,77.620003,77.790001,62.958626,110400
2015-07-23,78.269997,78.339996,77.550003,77.820000,62.982895,79500
2015-07-24,77.269997,77.269997,76.349998,76.629997,62.019791,97800
2015-07-27,73.989998,74.209999,73.199997,73.599998,59.567482,147000
2015-07-28,74.800003,75.529999,74.419998,75.370003,61.000023,132900
2015-07-29,75.680000,77.160004,75.680000,77.000000,62.319241,186100
